Schooling,Year, thinness  1-19 years, thinness 5-9 years,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles ,Income composition of resources,under-five deaths ,Polio,Total expenditure,Population, HIV/AIDS,GDP,Life
12.3,2004,7.2,7.3,12,9,0.06,816.4795082,96,1880,0.754,11,96,3.58,,0.1,11138.8746,73.1
12.2,2003,7.2,7.3,13,9,0.05,832.3688708,95,1208,0.747,11,95,4.2,,0.1,9567.458285,73
12.1,2002,7.3,7.3,15,10,0.05,688.0972667,97,311,0.745,11,95,4.28,,0.1,8655.311531,72.9
12,2001,7.3,7.3,17,10,0.05,710.4952397,95,155,0.742,12,97,4.49,,0.1,8643.4944,72.8
11.8,2000,7.3,7.4,11,10,0.05,782.1799815,93,0,0.737,12,95,4.24,,0.1,9126.954277,72.6
9.5,2015,9.5,9.3,188,19,,0,89,58,0.491,26,85,,14976994,0.3,98.7256145,66.7
9.1,2014,9.7,9.5,192,19,0.26,12.80528533,89,32,0.483,27,85,4.66,14546111,0.3,152.443873,66.4
8.7,2013,9.9,9.7,196,20,0.26,11.8385319,92,17,0.474,28,89,4.51,141232,0.3,148.912351,66
8.3,2012,1,9.9,2,20,0.28,10.20659464,91,46,0.463,29,83,4.31,1373513,0.4,136.4518,65.6
7.9,2011,1.2,1.1,26,20,0.32,1.431051664,92,18,0.455,31,89,4.42,13391,0.4,18.25321,64.9
7.7,2010,1.4,1.3,212,21,0.28,1.020071763,89,428,0.449,32,76,4.62,12916229,0.4,11.631377,64.3
7.5,2009,1.6,1.5,219,21,0.3,1.177477677,86,999,0.444,33,83,4.81,1255917,0.5,12.566464,63.5
7.1,2008,1.8,1.7,225,22,0.28,1.08833088,88,6,0.435,34,87,4.94,1223957,0.6,11.33678,62.8
6.8,2007,11,1.9,23,22,0.32,8.309152927,94,11,0.425,36,93,4.72,11873557,0.7,95.3978522,62.1
6.6,2006,11.2,11.1,236,23,0.34,10.43022617,89,3,0.422,38,89,5.44,11556763,0.7,89.838296,61.3
6.4,2005,11.4,11.3,242,23,0.33,96.03725103,84,0,0.415,40,84,5.35,11251266,0.7,773.8698713,65
6.2,2004,11.6,11.5,247,24,0.35,66.02236299,54,31,0.408,42,87,5.68,1955944,0.7,733.581811,59.7
5.9,2003,11.8,11.7,251,25,0.33,62.21977893,,1519,0.401,44,73,5.4,16799,0.7,642.7663113,59
5.7,2002,12,11.9,252,25,0.36,49.73511396,,18184,0.397,47,6,5.6,1396861,0.7,513.26227,58.4
5.4,2001,12.1,12.1,251,26,0.34,6.064221202,,24789,0.381,49,49,4.98,1134497,0.6,481.287397,57.9
5.2,2000,12.3,12.3,25,27,0.29,5.397368532,,5839,0.378,50,49,4.63,988452,0.5,473.45338,57.5
14.4,2015,2,2,121,1,,0,94,383,0.775,1,95,,795383,0.1,5237.255334,75.6
14.3,2014,2.1,2.1,123,1,9.09,8.617208431,92,37,0.771,1,93,1.37,713576,0.1,62.173221,75.4
14.1,2013,2.1,2.1,122,1,9.16,880.6403367,91,1,0.766,1,97,1.12,7164132,0.1,6353.826383,75.3
14,2012,2.1,2.1,126,1,9.38,742.5109709,97,0,0.767,1,93,9.89,719977,0.1,5659.3824,74.9
13.5,2011,2.2,2.2,127,1,9.56,915.3190791,94,370,0.757,1,94,9.72,723499,0.1,6423.291783,74.6
13.6,2010,2.2,2.3,128,1,9.65,774.4396617,89,20,0.755,1,91,1.9,7291436,0.1,5411.87744,74.4
13.6,2009,2.3,2.3,131,1,9.85,820.8109098,93,1,0.754,1,97,9.9,73287,0.1,5821.35397,74.1
13.5,2008,2.3,2.4,132,1,9.54,96.33237912,93,2,0.749,1,95,1.5,735222,0.1,671.773913,74
13.5,2007,2.4,2.4,132,1,9.3,772.8700353,99,201,0.743,1,93,1.2,7381579,0.1,5458.121718,73.8
13.4,2006,2.5,2.5,133,1,8.58,541.8243468,93,2,0.739,1,97,8.99,7411569,0.1,4129.758741,73.6
13.2,2005,2.5,2.6,135,1,9.6,503.1115947,65,2,0.73,1,98,8.7,744769,0.1,3528.1318,73
13.1,2004,2.6,2.6,134,1,7.42,462.7076756,89,11,0.72,1,96,8.24,7463157,0.1,3331.228766,73
13,2003,2.7,2.7,134,1,7.25,389.7515212,,15,0.715,1,89,8.13,748591,0.1,2832.49652,73
13.2,2002,2.7,2.8,133,1,6.95,292.6142378,,63,0.715,1,95,8.9,7496522,0.1,2149.9944,72.9
13.1,2001,2.8,2.8,135,1,7.53,222.5065705,,35,0.709,1,93,6.89,753433,0.1,1634.87561,73.1
13,2000,2.8,2.9,141,1,7.38,11.85928108,,38,0.702,2,98,6.53,7516346,0.1,87.1365252,72.6
14.1,2015,5.7,6,168,0,,0,98,0,0.781,0,97,,93419,0.1,1539.464,73.2
13.2,2014,5.7,6,17,0,0.01,151.1045552,99,0,0.766,0,99,3.37,91359,0.1,1557.77892,73
13.5,2013,5.7,6.1,172,0,0.01,1521.672751,99,0,0.762,0,98,3.58,89949,0.1,15687.34795,72.9
13.5,2012,5.7,6.1,174,0,0.01,177.2633961,99,0,0.755,0,98,4.8,8833,0.1,12845.17363,72.7
13.3,2011,5.7,6.1,177,0,9.72,1121.475547,99,0,0.744,0,99,3.38,87441,0.1,12189.9516,72.6
13.2,2010,5.8,6.2,18,0,6.51,16.49232317,99,0,0.74,0,99,3.59,8977,0.1,184.68447,72.4
13.2,2009,5.8,6.2,182,0,4.94,75.2256582,99,0,0.739,0,99,2.64,87298,0.1,976.9566,72.3
13.2,2008,5.9,6.3,184,0,6.33,701.8526364,99,0,0.739,0,99,2.64,86956,0.1,11122.8627,72.2
13.1,2007,5.9,6.3,185,0,8.12,916.4741775,99,1,0.733,0,99,3.3,8533,0.1,12154.82994,72.2
13.1,2006,5.9,6.3,185,0,8.12,102.373909,99,10,0.728,0,99,3.73,846,0.1,1214.39987,72.2
12.1,2005,6,6.4,185,0,7.82,21.4653132,99,0,0.712,0,99,3.91,82858,0.1,1192.5174,72.2
12.3,2004,6,6.4,186,0,7.91,12.94324581,99,0,0.715,0,99,4.17,82475,0.1,1176.65871,72.1
12.1,2003,6.1,6.5,185,0,7.41,843.1186662,99,0,0.713,0,99,4.64,82781,0.1,8524.961236,72.1
12.1,2002,6.1,6.6,186,0,11.15,562.3601848,99,0,0.712,0,99,4.21,83723,0.1,8331.261997,72.1
12.2,2001,6.2,6.6,187,0,6.72,643.7035752,96,0,0.714,0,96,4.45,8122,0.1,7663.1378,72
12.3,2000,6.3,6.7,188,0,8.24,601.7608115,98,0,0,0,98,4.62,81131,0.1,7578.85153,71.8
9.5,2015,7.4,7.3,413,22,,0,86,607,0.431,30,86,,723725,0.5,587.538233,51
9.5,2014,7.5,7.4,463,23,0.01,1.443286353,83,1006,0.426,32,83,11.9,779162,0.6,78.4394757,48.1
9.3,2013,7.7,7.6,47,23,0.01,1.321464076,92,15,0.413,33,92,11.59,692279,0.8,71.8186998,54
9.1,2012,7.9,7.8,411,25,0.01,54.56033696,91,678,0.401,35,91,11.24,676613,0.9,561.8984239,49.7
8.9,2011,8.1,8,418,26,3.78,54.6659175,89,1865,0.392,38,88,11.98,6611692,1.3,445.525,48.9
8.7,2010,8.3,8.2,424,27,3.84,5.347717533,86,1089,0.384,40,84,1.32,645872,1.6,45.128418,48.1
8.5,2009,8.5,8.4,433,28,3.97,49.8371267,84,31,0.375,42,81,13.13,63126,1.7,394.5932439,47.1
8.3,2008,8.7,8.7,441,29,3.91,5.379606465,77,44,0.367,44,75,1.29,6165372,1.9,46.3759178,46.2
8.2,2007,8.9,8.9,45,29,3.86,45.57108889,63,0,0.357,45,63,1.12,615417,2.2,358.8274716,45.3
8,2006,9.1,9.1,464,30,3.8,38.00075788,,33,0.348,46,65,1.68,5848692,2.2,322.313468,44.3
7.8,2005,9.3,9.3,48,30,3.83,42.08892911,,29,0.341,47,67,12.25,5658379,2.2,287.6891942,43.3
7.6,2004,9.5,9.5,496,30,3.99,38.52454761,,7,0.332,47,69,11.66,5439695,2.1,263.145817,42.3
7.4,2003,9.7,9.8,57,30,4.07,38.61473209,,586,0.322,47,66,11.69,5199549,1.9,263.7618312,41.5
7.2,2002,9.9,1,513,30,4.06,36.59114895,,568,0.306,48,54,11.96,4957216,1.7,249.939542,48
7,2001,1.1,1.2,519,30,4.21,33.34691455,,649,0.302,48,38,11.83,4739147,1.5,227.779471,41
6.7,2000,1.3,1.4,533,29,3.97,20.39568283,,3575,0.292,48,46,13.63,4564297,1.2,139.3147734,39
15.4,2015,2.2,2.2,55,0,1.79,0,96,0,0.924,0,96,,,0.1,53629.73746,83.1
15.4,2014,2.2,2.2,56,0,1.83,7971.646361,96,0,0.922,0,96,4.92,,0.1,56336.7234,82.9
15.4,2013,2.2,2.2,57,0,1.83,714.3441019,97,138,0.92,0,97,4.53,,0.1,5629.18914,82.7
15.4,2012,2.2,2.1,59,0,1.89,6041.858981,97,42,0.917,0,97,4.22,,0.1,54431.16199,82.5
15.2,2011,2.1,2.1,6,0,1.8,638.0001097,96,148,0.911,0,96,3.93,,0.1,53166.67581,82.2
14.5,2010,2.1,2.1,61,0,1.84,4540.543752,96,50,0.889,0,96,3.96,,0.1,46569.67951,82
14.4,2009,2.1,2.1,62,0,1.73,462.9306986,96,16,0.887,0,97,4.27,,0.1,38577.55822,81.7
14.2,2008,2.1,2.1,64,0,1.7,3404.13099,97,18,0.88,0,97,3.91,,0.1,39721.4818,81.4
14.1,2007,2.1,2,65,0,1.6,3082.973535,96,15,0.873,0,97,3.46,,0.1,39223.58187,81.1
13.9,2006,2.1,2,66,0,1.55,2639.376955,95,23,0.839,0,95,3.66,,0.1,33579.85948,87
12.6,2005,2.1,2,69,0,1.49,2356.731479,96,33,0.821,0,96,3.74,,0.1,29869.85398,82
12.7,2004,2.1,2,71,0,1.45,204.2481892,94,96,0.82,0,95,3.17,,0.1,2745.27136,79.7
12.7,2003,2.1,2,73,0,1.43,2263.068326,95,33,0.819,0,96,3.63,,0.1,23573.6284,79.3
12.6,2002,2.1,2,74,0,2.16,142.0989818,95,211,0.818,0,94,2.84,,0.1,2216.83279,79
12.7,2001,2.1,2,76,0,2.08,1003.366877,95,408,0.82,0,95,2.37,,0.1,21577.7823,78.7
12.5,2000,2.1,2,78,0,2.03,1855.828806,97,141,0.81,0,98,2.71,,0.1,23792.677,78.3
15,2015,1.2,1.2,19,0,,0,96,1,0.842,0,96,,,0.1,,76.7
15.1,2014,1.2,1.2,113,0,10.6,0,97,0,0.841,0,97,8.5,,0.1,,76.4
15,2013,1.2,1.3,114,0,9.89,0,98,0,0.838,0,98,8,,0.1,,76.1
15,2012,1.2,1.3,118,0,10.12,0,99,0,0.835,0,99,8.15,,0.1,,75.8
15,2011,1.2,1.3,122,0,10.24,0,99,0,0.829,0,99,7.96,,0.1,,75.6
15,2010,1.3,1.3,124,0,10.13,0,99,0,0.822,0,99,8.51,,0.1,,75.1
14.9,2009,1.3,1.4,131,0,10.63,0,99,0,0.82,0,99,9.15,,0.1,,75
14.8,2008,1.3,1.4,136,0,11.37,0,99,0,0.813,0,99,8.2,,0.1,,74.7
14.5,2007,1.3,1.4,14,0,10.58,0,99,0,0.802,0,99,7.76,,0.1,,74.4
14.3,2006,1.4,1.5,138,0,10.28,0,99,0,0.793,0,99,7.35,,0.1,,74.3
14,2005,1.4,1.5,141,0,10.81,0,99,0,0.784,0,99,7.4,,0.1,,74
13.8,2004,1.4,1.5,138,0,10.03,0,99,2,0.776,0,99,7.21,,0.1,,74.1
13.6,2003,1.5,1.6,144,0,9.85,0,99,1,0.771,0,98,5.82,,0.1,,73.8
13.3,2002,1.5,1.6,145,0,10.78,0,99,0,0.763,0,98,5.63,,0.1,,73.7
13.3,2001,1.5,1.6,145,0,10.73,0,99,0,0.763,1,99,5.5,,0.1,,73.3
13,2000,1.6,1.7,147,0,11.06,0,98,0,0.761,1,98,5.5,,0.1,,73
17.3,2015,1.4,1.3,74,0,,0,,18,0.888,0,95,,263531,0.1,2729.86383,88
17.6,2014,1.4,1.4,76,0,10.46,31.13492794,,52,0.888,0,95,9.23,26198,0.1,242.67286,87
16.8,2013,1.4,1.4,78,0,9.53,259.7786785,,1,0.878,0,95,9.29,259953,0.1,2315.31799,85
16.8,2012,1.5,1.5,81,0,10.95,3283.024864,,2,0.877,0,96,9.37,257159,0.1,22486.47167,82
17,2011,1.6,1.6,84,0,10.61,3343.026219,,22,0.876,0,96,9.8,252843,0.1,24985.24827,79.8
16.9,2010,1.6,1.6,87,0,10.32,3187.496219,,2,0.872,0,96,9.7,248583,0.1,23437.4722,79.5
16.9,2009,1.7,1.7,9,0,10.52,3505.389434,,0,0.873,0,96,9.38,239669,0.1,24633.79785,79.1
16.9,2008,1.7,1.7,96,0,10.94,392.9588536,,0,0.869,0,97,8.47,221316,0.1,2751.8127,78.9
16.8,2007,1.8,1.8,12,0,11.02,3256.724028,,0,0.865,0,97,7.98,218122,0.1,23841.31792,78.3
16.7,2006,1.8,1.9,17,0,12.26,2724.17807,,0,0.858,0,97,8.42,26868,0.1,19726.1265,78.1
16.3,2005,1.9,2,14,0,11.14,2503.714258,,0,0.853,0,95,8.5,2474,0.1,18169.1891,77.5
16.6,2004,2,2,113,0,10,235.3785281,,0,0.85,0,94,8.47,199712,0.1,1726.9151,77.2
16.1,2003,2,2.1,119,0,11.58,203.3252124,,0,0.843,0,95,8.77,1995733,0.1,1488.47154,76.5
15.6,2002,2.1,2.2,117,0,9.29,1617.473418,,0,0.835,0,93,8.62,199453,0.1,11814.9994,76.6
14.7,2001,2.2,2.2,124,0,10.8,196.3026243,,0,0.824,0,93,8.57,19926,0.1,1479.29634,76.2
14.6,2000,2.2,2.3,122,0,11.9,161.4473853,,0,0.818,0,93,8.26,1988925,0.1,1227.73677,76
9.6,2015,1.1,1.2,177,0,,0,98,0,0.514,0,99,,587482,0.1,1922.41388,69.2
9.6,2014,1.1,1.2,183,0,0.01,3.718438799,88,0,0.512,0,94,5.5,57554,0.1,29.652622,68.8
9.5,2013,1.1,1.2,182,0,0.01,24.73328608,94,0,0.509,0,99,5.42,563513,0.1,188.5159,68.8
9.4,2012,1.2,1.2,184,0,0.01,247.9492284,99,0,0.505,0,99,5.48,551531,0.1,1858.689868,68.7
9.4,2011,1.2,1.2,186,0,0.99,229.6687488,99,0,0.497,0,99,5.8,539614,0.1,1642.837974,68.5
9.3,2010,1.2,1.2,188,0,1.1,29.5207994,9,0,0.492,0,94,7.47,52779,0.1,1272.44825,68.3
9.3,2009,1.2,1.2,192,0,1.21,244.3976438,92,0,0.494,0,98,7.92,51679,0.1,1158.282672,68.1
9.2,2008,1.2,1.2,193,0,1.09,19.74929219,89,0,0.489,0,94,5.97,54477,0.1,125.79167,68
9,2007,1.2,1.2,2,0,0.85,28.90135229,9,0,0.482,0,93,6.42,49294,0.1,146.931125,67.6
8.4,2006,1.3,1.3,2,0,0.99,240.4851202,99,0,0.47,0,99,6.66,481422,0.1,948.6592511,67.6
8.3,2005,1.3,1.3,24,0,0.9,25.31155956,83,0,0.465,0,9,7.83,469885,0.1,88.874858,67.4
8.1,2004,1.3,1.3,29,0,1.18,195.5259417,81,0,0.459,0,89,5.64,458324,0.1,818.442619,67.1
8,2003,1.3,1.3,215,0,1.18,16.83170578,79,0,0.453,0,84,6,446769,0.1,744.7657423,66.8
7.3,2002,1.4,1.4,22,0,1.08,156.2847968,75,0,0.446,0,78,6.9,435262,0.1,784.9562874,66.5
6.6,2001,1.4,1.4,227,0,0.7,325.1114746,83,0,0.442,0,88,6.44,423853,0.1,944.81684,66.2
7.2,2000,1.4,1.4,235,0,0.71,4.24926073,81,0,0.455,0,88,4.56,41269,0.1,154.518572,65.8
,2015,6.6,6.4,312,50,,0,42,7497,,80,47,,,0.7,426.98537,55
,2014,6.7,6.5,321,51,0.01,0,42,10229,,80,47,,,0.8,417.89143,54.3
,2013,6.8,6.6,318,51,0.01,0,42,3173,,81,47,,,0.8,47.5432354,54.2
,2012,6.8,6.7,336,51,0.01,0,,9983,,82,47,,,0.8,,53.1
,2011,6.9,6.7,329,51,0.01,0,,17298,,82,49,,,0.8,,53.1
,2010,7,6.8,336,52,0.01,0,,115,,83,49,,,0.8,,52.4
,2009,7.1,6.9,335,52,0.01,0,,13,,84,41,,,0.8,,52.2
,2008,7.2,7,336,52,0.01,0,,1081,,84,4,,,0.9,,51.9
,2007,7.3,7.1,34,52,0.01,0,,1149,,84,4,,,0.9,,51.5
,2006,7.4,7.2,337,51,0.01,0,,7,,83,26,,,0.9,,51.5
,2005,7.5,7.3,334,50,0.01,0,,0,,82,35,,,0.9,,51.6
,2004,7.6,7.4,341,49,0.01,0,,12008,,80,3,,,0.9,,51.2
,2003,7.7,7.5,344,48,0.01,0,,8257,,78,4,,,0.9,,51.1
,2002,7.8,7.6,348,47,0.01,0,,9559,,77,4,,,0.9,,58
,2001,7.9,7.7,352,46,0.01,0,,3571,,75,33,,,0.8,,57
,2000,8,7.9,355,45,0.01,0,,3965,,74,37,,,0.8,,55
13,2015,4.4,5.3,328,42,,0,75,17,0.665,52,75,,5511976.68,3.6,5769.77258,62.9
13,2014,4.9,5.9,347,42,7.38,922.0507313,8,66,0.66,52,77,8.8,54146734.74,3.7,6479.625659,62
12.8,2013,5.4,6.5,371,43,7.34,978.5905287,7,25,0.652,54,73,8.78,53311955.61,4.5,6876.953821,69
12.8,2012,6,7.3,48,43,7.38,1089.954838,68,32,0.644,56,65,8.79,5256515.8,7.6,7548.163698,59.2
12.8,2011,6.6,8,413,43,7.38,123.753335,76,92,0.638,58,69,8.61,51729345.36,8.5,849.954224,58.9
12.8,2010,7.3,8.9,428,43,7.28,1038.885632,71,12499,0.63,62,72,8.5,5979432.36,11,7362.76139,58
12.8,2009,8.1,9.8,449,46,7.6,782.5987144,74,5857,0.622,70,75,8.39,5255813.11,19,5888.6284,56.5
12.9,2008,8.9,1.7,473,50,8.19,780.0336423,76,39,0.616,75,77,7.75,49557573.3,23.5,5786.59972,55.3
12.9,2007,9.7,11.7,486,51,8.48,805.490079,83,31,0.612,79,79,7.53,48883844.99,26.4,6125.39984,54.5
12.9,2006,1.6,12.8,496,54,8.5,732.1255305,83,81,0.609,82,79,7.57,4823384.48,28.1,5631.73485,54
12.9,2005,11.6,13.9,498,55,8.69,709.3170967,79,615,0.609,84,75,7.77,476667.24,29.5,5414.634326,53.8
12.9,2004,12.6,15,497,55,6.96,622.043809,76,830,0.611,83,73,7.93,4717.99,29.7,4863.51688,53.7
12.9,2003,13.5,16.1,485,55,6.93,519.1563781,71,244,0.613,82,7,8.26,46418193.9,28.9,3775.68275,54
12.9,2002,14.5,17.1,459,54,7.04,346.5316007,72,1043,0.62,79,7,8.9,45855482.88,26.6,2518.398261,54.9
13,2001,15.4,18.1,429,52,7.38,365.2585722,72,1166,0.629,76,71,8.31,45312937,24,2681.781,56
13,2000,16.3,19.1,397,51,7.3,45.96380839,73,1459,0.635,73,71,8.7,44896856,21.3,337.2253,57.3
4.9,2015,,,332,26,,0,31,878,0.421,39,41,,11882136,3.4,758.725782,57.3
4.9,2014,,,343,26,,46.0744686,,441,0.421,39,44,2.74,1153971,3.5,1151.861715,56.6
4.9,2013,,,345,26,,47.44453,,525,0.417,40,5,2.62,1117749,3.6,1186.11325,56.4
4.9,2012,,,347,26,,38.3382324,,1952,0.419,40,64,2.77,1818258,3.8,958.45581,56
4.9,2011,,,355,27,,0,,1256,0.429,41,66,,1448857,3.9,176.9713,55.4
0,2010,,,359,27,,0,,0,0,41,,,167192,4,1562.239346,55
0,2009,,,369,27,,0,,0,0,42,,,967667,4.2,1264.78998,54.3
0,2008,,,377,27,,0,,0,0,42,,,9263136,4.2,1678.711862,53.6
0,2007,,,381,27,,0,,0,0,43,,,88568,4.2,,53.1
0,2006,,,383,28,,0,,0,0,43,,,8468152,4.1,,52.5
0,2005,,,383,28,,0,,0,0,44,,,818877,3.9,,51.9
0,2004,,,383,29,,0,,0,0,45,,,7787655,3.8,,51.4
0,2003,,,383,29,,0,,0,0,46,,,751642,3.5,,58
0,2002,,,382,30,,0,,0,0,48,,,7237276,3.3,,52
0,2001,,,381,30,,0,,0,0,49,,,6974442,3,,49.6
0,2000,,,38,31,,0,,0,0,50,,,67656,2.7,,48.9
17.7,2015,0.6,0.5,56,1,,0,97,115,0.882,1,97,,46447697,0.1,25683.84565,82.8
17.6,2014,0.6,0.5,58,1,0.01,42.98847625,96,154,0.877,1,97,9.3,4648882,0.1,296.47225,82.6
17.5,2013,0.6,0.5,6,1,9.25,423.680459,95,131,0.874,2,96,9.1,466245,0.1,2921.9342,82.4
17.2,2012,0.6,0.5,61,1,9.35,4255.781693,96,1204,0.871,2,97,9.39,4677355,0.1,28562.29324,82
16.9,2011,0.6,0.5,63,1,9.62,4873.8188,97,3802,0.867,2,97,9.48,46742697,0.1,31834.21816,82.1
16.4,2010,0.6,0.5,64,1,9.78,578.7417172,97,302,0.86,2,97,9.56,46576897,0.1,3736.228,81.9
16.3,2009,0.6,0.5,66,2,9.99,5047.254058,96,41,0.858,2,96,9.52,46362946,0.1,32333.4661,81.6
16.1,2008,0.6,0.5,7,2,10.24,5596.535203,97,297,0.854,2,97,8.8,4595416,0.1,35578.73619,81.3
16,2007,0.6,0.5,72,2,11.05,510.9327012,96,267,0.849,2,96,8.36,4522683,0.1,3279.414,89
15.9,2006,0.6,0.5,73,2,11.86,4460.390006,97,362,0.844,2,98,8.23,44397319,0.1,28482.6948,88
15.8,2005,0.6,0.5,77,2,11.92,405.4475981,96,22,0.837,2,96,8.12,43653155,0.1,2651.71745,81
15.6,2004,0.6,0.5,79,2,11.96,3715.370095,97,26,0.833,2,97,8.5,42921895,0.1,24918.64584,81
15.6,2003,0.6,0.5,83,2,12.09,3205.019918,81,256,0.83,2,99,7.99,42187645,0.1,21495.7741,79.4
15.7,2002,0.6,0.5,83,2,12.26,228.3543024,82,67,0.828,2,98,7.25,41431558,0.1,1719.53541,79.5
15.7,2001,0.6,0.5,84,2,9.86,2044.169761,83,0,0.825,2,95,7.24,485412,0.1,15323.6114,79.4
15.7,2000,0.6,0.5,86,2,11.12,1934.398154,77,152,0.82,2,95,7.21,4567864,0.1,14676.769,79.1
14,2015,15.1,15,138,3,,0,99,1568,0.764,3,99,,2966,0.1,3844.89123,74.9
14,2014,15.2,15,141,3,2.37,42.7308283,99,1686,0.76,3,99,3.5,2771,0.1,382.54994,74.7
13.8,2013,15.2,15.1,142,3,2.56,41.62053588,99,2107,0.757,3,99,3.68,2585,0.1,361.289374,74.6
13.7,2012,15.3,15.2,143,3,2.8,20.76877311,99,51,0.752,4,99,3.21,2425,0.1,335.521375,74.5
13.6,2011,15.3,15.3,141,3,3.03,20.83302367,99,60,0.746,4,99,3.28,2271,0.1,322.992615,74.5
13.5,2010,15.3,15.3,138,3,2.31,191.7267589,99,79,0.739,4,99,3.43,2119,0.1,2819.511161,74.5
13.4,2009,15.3,15.4,183,4,2.05,13.39092189,97,21,0.735,4,97,3.37,19968,0.1,216.681584,71.8
13.3,2008,15.4,15.4,172,4,2.1,17.81424344,98,33,0.731,4,98,3.44,19817,0.1,254.489192,72.3
13.2,2007,15.4,15.5,146,4,2.29,127.6377505,98,44,0.725,5,98,3.76,19668,0.1,1644.816372,73.7
13.1,2006,15.4,15.5,145,4,1.96,120.2471713,98,0,0.718,5,98,4.6,1952,0.1,1448.7611,73.8
12.9,2005,15.4,15.5,138,4,1.97,97.76637062,99,3,0.712,5,99,4.6,19373,0.1,1259.87591,74.2
12.8,2004,15.4,15.5,197,6,1.56,15.35342268,62,35,0.705,10,97,4.28,19228,0.1,174.6692,69.1
12.7,2003,15.4,15.5,146,5,1.69,72.4280894,32,65,0.697,5,98,3.95,1983,0.1,989.4547732,73.9
12.6,2002,15.4,15.6,149,5,1.62,59.63595674,,139,0.699,5,98,3.89,18939,0.1,873.1472436,73.7
12.5,2001,15.4,15.6,16,5,1.68,53.61278637,,309,0.686,6,98,3.81,18797,0.1,837.699787,72.7
12.4,2000,15.3,15.5,175,5,1.45,60.4909815,,16527,0.677,6,99,3.77,18655,0.1,875.412178,71.5
7.2,2015,,,225,58,,0,93,3585,0.488,85,93,,3864783,0.3,2513.884661,64.1
7.2,2014,,,229,59,0.01,253.6086508,94,676,0.485,86,94,8.43,37737913,0.3,2176.89829,63.8
7,2013,,,232,60,0.01,227.8353208,93,2813,0.478,88,93,8.42,36849918,0.3,1955.66799,63.5
6.8,2012,,,235,61,0.01,220.522192,92,8523,0.468,89,92,8.2,3599192,0.3,1892.894352,63.2
7,2011,,,241,61,2.12,196.6892153,93,5616,0.463,91,93,8.3,35167314,0.3,1666.857757,62.7
7,2010,,,243,62,1.77,172.0097884,75,680,0.461,92,9,7.97,34385963,0.3,1476.47887,62.5
6.8,2009,,,248,63,1.99,17.0536929,72,68,0.456,94,81,8.4,3365619,0.3,1226.884381,62
6.3,2008,,,251,64,2.01,128.6362711,78,129,0.444,95,85,8.17,32955496,0.3,1291.528826,61.8
6.4,2007,,,254,65,2.01,86.13166944,78,327,0.44,97,84,4.72,32282526,0.3,1115.6952,61.4
6.2,2006,,,26,66,1.9,60.3368571,6,228,0.43,99,77,3.93,316764,0.2,893.8793645,61
6.1,2005,,,261,66,1.55,37.59039592,22,1374,0.423,101,78,3.18,3911914,0.2,679.7539949,67
5.7,2004,,,278,68,1.59,37.04479956,,9562,0.415,102,74,3.39,3186341,0.2,565.569459,59.7
5.6,2003,,,278,69,1.74,35.35264737,,4381,0.409,104,69,3.18,29435944,0.2,477.738478,59.6
5.6,2002,,,277,70,1.59,30.62287548,,4529,0.403,106,6,2.95,28679565,0.2,412.1517561,59.4
5.6,2001,,,283,71,1.81,28.88069657,,4362,0.399,108,66,2.96,279455,0.2,377.5254454,58.9
5.5,2000,,,284,71,1.76,30.86000992,,2875,0.394,109,62,3.23,2725535,0.1,361.35843,58.6
12.7,2015,3.5,3.5,176,0,,0,89,0,0.723,0,89,,55328,0.4,8818.982566,71.6
12.7,2014,3.5,3.5,178,0,6.32,1132.432517,85,0,0.722,0,85,5.69,547928,0.4,9564.46383,71.4
12.7,2013,3.5,3.5,179,0,6.02,1122.972967,86,0,0.719,0,86,5.96,54254,0.4,9484.56898,71.2
12.7,2012,3.5,3.4,178,0,5.73,1168.324095,84,0,0.708,0,84,6.9,53777,0.9,9272.413453,71.3
12.5,2011,3.5,3.4,187,0,5.64,989.1263558,86,0,0.704,0,86,5.93,531589,0.1,8318.97692,76
12.3,2010,3.5,3.4,19,0,5.26,99.08095375,86,0,0.7,0,96,5.81,52613,0.5,833.31332,73
12.1,2009,3.5,3.4,196,0,5.13,885.0739766,87,0,0.696,0,85,6.14,52619,0.6,7443.85178,70
11.9,2008,3.5,3.4,196,0,4.94,815.4355995,84,0,0.691,0,85,5.92,515148,1.2,6858.163158,69.8
11.7,2007,3.5,3.4,22,0,4.72,685.0299083,84,0,0.684,0,84,5.92,5975,0.8,5761.39536,69.5
11.5,2006,3.5,3.4,199,0,4.52,72.800168,84,0,0.678,0,84,6.22,5437,0.6,527.92,69.3
11.3,2005,3.5,3.4,25,0,4.47,418.9206608,83,0,0.672,0,84,6.78,498946,0.6,3595.8855,68.9
11.1,2004,3.5,3.5,214,0,4.55,4.23257668,,0,0,0,84,6.88,49363,0.9,36.48773,68.3
10.9,2003,3.5,3.5,223,0,4.53,32.3662077,,0,0,0,74,6.62,488332,1,263.1399,68
11,2002,3.5,3.5,221,0,4.41,250.7112373,,0,0,0,74,7.14,48344,1.6,2232.513244,67.9
11,2001,3.6,3.5,219,0,4.23,191.2135044,,0,0,0,65,8.38,47774,1.8,1598.77512,67.7
11.1,2000,3.6,3.6,224,0,4.29,268.1837972,,0,0,0,7,9.65,47239,0.4,1888.61829,67.4
